name,value,domain,path,expiry,httpOnly,secure,url
cf_clearance,AJbgsN0ispXRqu1ygXiL07kY0UxmT8kyZvlGYsvleyc-1725815158-1.2.1.1-GvCgBwBvwU0aLT9jxcfSVfJHN5_c9ZlZ.68lidGRc52tolQXdXc_hSZZscGycI5ofEVdu53UyfhMyTY522K9mJHgUs2hLR0hzx4Zc9Wh5bHUmcbTeCdRFtxzFZY.cbRTFjTCrcy2Swx4ElhA1foo_xmoNbRC2jNI922_yorrf6b2hpshfwnc2S0tOkUNSAt9wQ7hqB1oueveHFg_HmlZGFThQJpcQnjvkPd5sIUrNFEX3qrX2HSqODOPRLmEMxocL4KaULnoZ9ao.yS68cM1cbwBVHbR4Ali5YrWFSUgx8oIH0Q_s.yxP0K6CFwSsqcUY3uKDnCXSWXcAw2q59D7J6hDRMImDFI7hXK8DK98al8nV1uADgahOnxToqAkS4Y_,.falabella.com.pe,/,1757351158.0,True,True,https://www.falabella.com.pe/falabella-pe/
_gcl_au,1.1.256002217.1725815154,.falabella.com.pe,/,1733591154.0,False,False,https://www.falabella.com.pe/falabella-pe/
s_ips,441,.falabella.com.pe,/,,False,False,https://www.falabella.com.pe/falabella-pe/
__CO_exp,comCo-32,www.falabella.com.pe,/,1757351159.0,False,False,https://www.falabella.com.pe/falabella-pe/
seller_experience,MARKETPLACE,www.falabella.com.pe,/,1725818752.0,False,False,https://www.falabella.com.pe/falabella-pe/
kndctr_867134FA53CCF4BE0A490D44_AdobeOrg_cluster,va6,.falabella.com.pe,/,1725816962.0,False,True,https://www.falabella.com.pe/falabella-pe/
experience,CATALYST,www.falabella.com.pe,/,1757351159.0,False,False,https://www.falabella.com.pe/falabella-pe/
__cf_bm,2xZTm8taGc3kSD3lmbpkqhzBlBxgCMhYzWSg9zDewTE-1725815152-1.0.1.1-zSaQbDF4cqUkIpNsMCi6exfj28EHMhElG4tTvdO4iTF_cc8NydJ_HjhQJx0StjPtelqpTQw_DQA4wOC0OTxFJK5.Z8RMXIj9.K3pptcvK.4,.falabella.com.pe,/,1725816952.0,True,True,https://www.falabella.com.pe/falabella-pe/
janus_sid,9fdaa480-69b0-48a2-a9d3-297f9b23e4fb,.www.wong.pe,/,1726073922.0,False,False,https://www.wong.pe/
vtex-search-anonymous,4f14aef9aca24a1e85fae5af7bbf2bfb,.wong.pe,/,1757351168.0,False,False,https://www.wong.pe/
vtex-search-session,37ed237bddc741a6a90fbd96d44699f4,.wong.pe,/,1725816968.0,False,False,https://www.wong.pe/
_tt_enable_cookie,1,.wong.pe,/,1759511167.0,False,False,https://www.wong.pe/
_gat_UA-106572142-4,1,.wong.pe,/,1725815227.0,False,False,https://www.wong.pe/
_gat_UA-106572142-2,1,.wong.pe,/,1725815227.0,False,False,https://www.wong.pe/
_ttp,NvgVbCGPKrxgzzvYs2LYC18iS_q,.wong.pe,/,1759511167.0,False,False,https://www.wong.pe/
vtex_segment,eyJjYW1wYWlnbnMiOm51bGwsImNoYW5uZWwiOiI3MCIsInByaWNlVGFibGVzIjpudWxsLCJyZWdpb25JZCI6bnVsbCwidXRtX2NhbXBhaWduIjpudWxsLCJ1dG1fc291cmNlIjpudWxsLCJ1dG1pX2NhbXBhaWduIjpudWxsLCJjdXJyZW5jeUNvZGUiOiJQRU4iLCJjdXJyZW5jeVN5bWJvbCI6IlMvIiwiY291bnRyeUNvZGUiOiJQRVIiLCJjdWx0dXJlSW5mbyI6ImVzLVBFIiwiY2hhbm5lbFByaXZhY3kiOiJwdWJsaWMifQ,www.wong.pe,/,1726247166.0,True,True,https://www.wong.pe/
_ga_GNMVL1BVLP,GS1.1.1725815166.1.0.1725815167.59.0.0,.wong.pe,/,1760375167.0,False,True,https://www.wong.pe/
_gcl_au,1.1.342588107.1725815166,.wong.pe,/,1733591166.0,False,False,https://www.wong.pe/
VtexRCMacIdv7,1bd02895-fab1-4e11-b3b0-fde631fba871,.www.wong.pe,/,1757351165.0,False,False,https://www.wong.pe/
_gid,GA1.2.715092348.1725815167,.wong.pe,/,1725901567.0,False,False,https://www.wong.pe/
VtexRCSessionIdv7,1c102bc6-0c19-4ff4-b3b8-ceb61ff418b8,.www.wong.pe,/,1725816965.0,False,False,https://www.wong.pe/
vtex_session,eyJhbGciOiJFUzI1NiIsImtpZCI6IkJDOEFGMDJGMDg2MTRBN0VBMUU0NDY5QjE1MUIyN0IxQjY3OTgxRDMiLCJ0eXAiOiJqd3QifQ.eyJhY2NvdW50LmlkIjoiMzMxMDUwZmMtYWZmNS00OTljLWI2YjItZDA0ZDg0NDJjMTgyIiwiaWQiOiI1ZmMwYTk0ZC0xNDVmLTRlOWQtYmJlMC00ZGQ4NDczNWRmYzAiLCJ2ZXJzaW9uIjoyLCJzdWIiOiJzZXNzaW9uIiwiYWNjb3VudCI6InNlc3Npb24iLCJleHAiOjE3MjY1MDYzNjYsImlhdCI6MTcyNTgxNTE2NiwiaXNzIjoidG9rZW4tZW1pdHRlciIsImp0aSI6ImU2MWYyNzFiLTg1OGUtNGY3Yi04MTJhLTM1M2JjMjFiOThkZSJ9.IZI0XsKL6z6Eg6A44orhWw6CpsaLL1Ea0H5pI9BJq9M20jeWNICiAcyLQ7PJg1MmKzFzEnkwu1k7VJOQ8w3vaw,www.wong.pe,/,1726247166.0,True,True,https://www.wong.pe/
_ga,GA1.2.1996803710.1725815167,.wong.pe,/,1760375167.0,False,False,https://www.wong.pe/
VtexWorkspace,master%3A-,www.wong.pe,/,1725901555.0,False,True,https://www.wong.pe/
s_ppv,linio%2520home%2C10%2C10%2C441%2C1%2C10,.falabella.com.pe,/,,False,False,https://linio.falabella.com.pe/linio-pe
s_tp,4577,.falabella.com.pe,/,,False,False,https://linio.falabella.com.pe/linio-pe
AMCV_867134FA53CCF4BE0A490D44%40AdobeOrg,MCMID|20954437936218952542199806281758080812,.falabella.com.pe,/,1759511176.0,False,True,https://linio.falabella.com.pe/linio-pe
kndctr_867134FA53CCF4BE0A490D44_AdobeOrg_cluster,va6,.falabella.com.pe,/,1725816976.0,False,True,https://linio.falabella.com.pe/linio-pe
s_ips,441,.falabella.com.pe,/,,False,False,https://linio.falabella.com.pe/linio-pe
_fbp,fb.2.1725815175571.457124868549640544,.falabella.com.pe,/,1733591175.0,False,False,https://linio.falabella.com.pe/linio-pe
s_nr365,1725815175895-New,.falabella.com.pe,/,1757351175.0,False,False,https://linio.falabella.com.pe/linio-pe
_vwo_ds,3%241725815174%3A79.56867284%3A%3A,.falabella.com.pe,/,1728407175.0,False,False,https://linio.falabella.com.pe/linio-pe
contextID,ae3c59080a461a549c40a3310589510e,.falabella.com.pe,/,1757351175.0,False,False,https://linio.falabella.com.pe/linio-pe
_dc_gtm_UA-163888799-1,1,.falabella.com.pe,/,1725815235.0,False,False,https://linio.falabella.com.pe/linio-pe
_vwo_sn,0%3A1%3A%3A%3A1,.falabella.com.pe,/,1725816975.0,False,False,https://linio.falabella.com.pe/linio-pe
_tt_enable_cookie,1,.falabella.com.pe,/,1759511175.0,False,False,https://linio.falabella.com.pe/linio-pe
asid,3a72a846ac8a4d609f80fb89c87f551d-1725858375170,.falabella.com.pe,/,1725858375.0,False,False,https://linio.falabella.com.pe/linio-pe
_vwo_uuid_v2,DEB2035D8C72DF14D24D353D04A74BAB4|5672a41b210023eb38d863f7af01cf1b,.linio.falabella.com.pe,/,1757437575.0,False,False,https://linio.falabella.com.pe/linio-pe
_gid,GA1.3.1527707687.1725815175,.falabella.com.pe,/,1725901575.0,False,False,https://linio.falabella.com.pe/linio-pe
kndctr_867134FA53CCF4BE0A490D44_AdobeOrg_identity,CiYyMDk1NDQzNzkzNjIxODk1MjU0MjE5OTgwNjI4MTc1ODA4MDgxMlISCMr65pSdMhABGAEqA1ZBNjAA8AHK-uaUnTI=,.falabella.com.pe,/,1759943176.0,False,True,https://linio.falabella.com.pe/linio-pe
__CONTENT_exp,ct-57,.falabella.com.pe,/,,False,False,https://linio.falabella.com.pe/linio-pe
_vwo_uuid,DEB2035D8C72DF14D24D353D04A74BAB4,.falabella.com.pe,/,1757372127.0,False,False,https://linio.falabella.com.pe/linio-pe
_ttp,0DRAs_2-KuaFmvpS3MB3OGsOicH,.falabella.com.pe,/,1759511175.0,False,False,https://linio.falabella.com.pe/linio-pe
__rtbh.lid,%7B%22eventType%22%3A%22lid%22%2C%22id%22%3A%22INnVsvAwq1arGWHHggqo%22%7D,linio.falabella.com.pe,/,1757333174.0,False,False,https://linio.falabella.com.pe/linio-pe
session_id_fl_,"1725815173963.i36p8z1,1725815173971",.linio.falabella.com.pe,/,,False,True,https://linio.falabella.com.pe/linio-pe
_vis_opt_s,1%7C,.falabella.com.pe,/,1734455175.0,False,False,https://linio.falabella.com.pe/linio-pe
seller_experience,MARKETPLACE,linio.falabella.com.pe,/,1725901570.0,False,False,https://linio.falabella.com.pe/linio-pe
experience,CATALYST,linio.falabella.com.pe,/,1757351175.0,False,False,https://linio.falabella.com.pe/linio-pe
gpv_URL,https%3A%2F%2Flinio.falabella.com.pe%2Flinio-pe,.falabella.com.pe,/,1725816975.0,False,False,https://linio.falabella.com.pe/linio-pe
_ga_FFJD2T07QE,GS1.1.1725815174.1.0.1725815174.60.0.0,.falabella.com.pe,/,1760375174.0,False,False,https://linio.falabella.com.pe/linio-pe
cf_clearance,qNYsgcPg00ID1GDYiSFNOSrIjvqz7juolgmpJxXpQbU-1725815175-1.2.1.1-OF00PZwxuspe4GTa_VMDlUgXE1CBuzTiDASQ3o9a9oL_kwsPlY3qDE94XJDyU7hBFG7jJSWwa0amNnsvZPQdWSuxidZpb2XnhkpclC25wRp6HxAeXmyFdmwiK2Fw2ycmSQ4JZU40tbW8XpGph3FZy0_ey3vRc6aFPFEHYNkadobnRS6RSHTD2ewghnKhC9Off40X4DHvNztURQ5SEbrqoISn21JbfHbA8lnwuA7tyHBIDo0ogn7NKcYV8FrEG8SoaYPyzxJ9fApLTw8_zm81cZ8iV28at3_l1b5zDTKdMRDfY7KPp_tzVoTg2.g7aswPWN3Lq9Qd6RY1VSWeeXgy1yRDM.DEHnUqELHgW1Hq_NyjLQD5bzczwK_DNmJHR_Du,.falabella.com.pe,/,1757351175.0,True,True,https://linio.falabella.com.pe/linio-pe
_gcl_au,1.1.48728751.1725815174,.falabella.com.pe,/,1733591173.0,False,False,https://linio.falabella.com.pe/linio-pe
userSessionId,M2E3MmE4NDZhYzhhNGQ2MDlmODBmYjg5Yzg3ZjU1MWQtMTcyNTg1ODM3NTE3MA==,.falabella.com.pe,/,1725901575.0,False,False,https://linio.falabella.com.pe/linio-pe
_cfuvid,vUkorzKySmVtvwg0VUL8RFo.MptIjwefxqzq.RupeE4-1725815170903-0.0.1.1-604800000,.falabella.com.pe,/,,True,True,https://linio.falabella.com.pe/linio-pe
brand_experience,MARKETPLACE,linio.falabella.com.pe,/,1725901570.0,False,False,https://linio.falabella.com.pe/linio-pe
__cf_bm,Z7JP_JOKW85vnWYBCXV1Nn7RxD7u_.jKZOI0RXocHaI-1725815170-1.0.1.1-8i0MhDTZGWokKuCB2wOsDL8EeKx72u9_K7kDz4K5BPMoO6f.GJfpXyFnE1sHASDstl5mlcv.t1G14YKQIex3kMQTPEXUw4BNTZbQ6acRxzM,.falabella.com.pe,/,1725816970.0,True,True,https://linio.falabella.com.pe/linio-pe
_vis_opt_test_cookie,1,.falabella.com.pe,/,,False,False,https://linio.falabella.com.pe/linio-pe
_ga,GA1.3.96703145.1725815174,.falabella.com.pe,/,1760375175.0,False,False,https://linio.falabella.com.pe/linio-pe
__CO_exp,comCo-63,linio.falabella.com.pe,/,1757351175.0,False,False,https://linio.falabella.com.pe/linio-pe
_gat_rplSimpleNoEEC,1,.ripley.com.pe,/,1725815241.0,False,False,https://simple.ripley.com.pe/
_gid,GA1.3.1960941052.1725815179,.ripley.com.pe,/,1725901581.0,False,False,https://simple.ripley.com.pe/
_gtmUID,1,simple.ripley.com.pe,/,1728443178.0,False,False,https://simple.ripley.com.pe/
_ga_8FSXECEFNQ,GS1.3.1725815179.1.0.1725815179.60.0.0,.ripley.com.pe,/,1760375179.0,False,False,https://simple.ripley.com.pe/
_fbp,fb.2.1725815178609.337677147957395240,.ripley.com.pe,/,1733591178.0,False,False,https://simple.ripley.com.pe/
_gat_UA-23114115-10,1,.ripley.com.pe,/,1725815238.0,False,False,https://simple.ripley.com.pe/
_ga_H7HD83V8MM,GS1.3.1725815179.1.0.1725815179.60.0.0,.ripley.com.pe,/,1760375179.0,False,False,https://simple.ripley.com.pe/
_gat_UA-23114115-16,1,.ripley.com.pe,/,1725815238.0,False,False,https://simple.ripley.com.pe/
_gat_rplSimple,1,.ripley.com.pe,/,1725815238.0,False,False,https://simple.ripley.com.pe/
_gcl_au,1.1.330028765.1725815178,.ripley.com.pe,/,1733591178.0,False,False,https://simple.ripley.com.pe/
_ga,GA1.3.1582921384.1725815179,.ripley.com.pe,/,1760375181.0,False,False,https://simple.ripley.com.pe/
__cf_bm,ueUVUQmgG7GHDyAhKREFniQHo.K2B43EKJ62EZO.qbo-1725815177-1.0.1.1-4BhA1j7xT79oexTuf1eRnNnqVlv0XYiH4HKb7_7qoALEYEM4leAN1Wq56rHnKmPhR4IT5vrxtHT8K3GJe.EtWQ,.ripley.com.pe,/,1725816977.0,True,True,https://simple.ripley.com.pe/
_clsk,mtqe9d%7C1725815185858%7C1%7C1%7Cj.clarity.ms%2Fcollect,.plazavea.com.pe,/,1725901585.0,False,False,https://www.plazavea.com.pe/
_fbp,fb.2.1725815184095.922768951809038883,.plazavea.com.pe,/,1733591184.0,False,False,https://www.plazavea.com.pe/
_ttp,EZdI48z_TqBkwWgxnqCQHaiVFoj,.plazavea.com.pe,/,1759511183.0,False,False,https://www.plazavea.com.pe/
_ga_RGTSS6PYRE,GS1.1.1725815183.1.0.1725815187.56.0.0,.plazavea.com.pe,/,1760375187.0,False,False,https://www.plazavea.com.pe/
_tt_enable_cookie,1,.plazavea.com.pe,/,1759511183.0,False,False,https://www.plazavea.com.pe/
__rtbh.lid,%7B%22eventType%22%3A%22lid%22%2C%22id%22%3A%22HGp9Krzk2TfYyOENjQx0%22%7D,www.plazavea.com.pe,/,1757333183.0,False,False,https://www.plazavea.com.pe/
janus_sid,612a2665-db96-417a-b0c6-93be857270ea,.www.plazavea.com.pe,/,1726074377.0,False,False,https://www.plazavea.com.pe/
SGTS,8F29EAC429254CBDDA94F32707DD8DD1,.www.plazavea.com.pe,/,1725825263.0,False,False,https://www.plazavea.com.pe/
CheckoutOrderFormOwnership,,.www.plazavea.com.pe,/,1741367183.0,True,True,https://www.plazavea.com.pe/
vtex_session,eyJhbGciOiJFUzI1NiIsImtpZCI6IjBGOERCNjc1NTQ5MUVBRjY5MzlCRkVGQTQ3M0ZFMDlFNTMyQkEyRTQiLCJ0eXAiOiJqd3QifQ.eyJhY2NvdW50LmlkIjoiZTEyNWMwZTYtOTgyZi00NGZlLTg0MjctMDZhMDZhMTQ0NDNkIiwiaWQiOiJiZjlmYWNjMC0xZGU0LTRjOTYtOTcwMS1iNjA2YjBlMDk5YWIiLCJ2ZXJzaW9uIjoyLCJzdWIiOiJzZXNzaW9uIiwiYWNjb3VudCI6InNlc3Npb24iLCJleHAiOjE3MjY1MDYzODMsImlhdCI6MTcyNTgxNTE4MywiaXNzIjoidG9rZW4tZW1pdHRlciIsImp0aSI6IjA2YmU3Nzg5LWQ2ZjAtNDRkNC1iODYxLWQ4MGVhYjNhMDIxOCJ9.bmzNVsBvlvUol-3JcbH4GYl3wRSTzxs_lplAnz3EFPw9bP8qTWEnWCq_-tC--Pbuu1YVVZFTC7cw2kiDXV1tnQ,www.plazavea.com.pe,/,1726247183.0,True,True,https://www.plazavea.com.pe/
ISSMB,ScreenMedia=0&UserAcceptMobile=False,.www.plazavea.com.pe,/,,False,False,https://www.plazavea.com.pe/
VTEXSC,sc=1,.www.plazavea.com.pe,/,1725890783.0,False,True,https://www.plazavea.com.pe/
checkout.vtex.com,__ofid=4fedef82d47b41ee8e62d9e78075b6eb,.www.plazavea.com.pe,/,1741367183.0,True,True,https://www.plazavea.com.pe/
_ga,GA1.1.683898786.1725815183,.plazavea.com.pe,/,1760375183.0,False,False,https://www.plazavea.com.pe/
vtex_segment,eyJjYW1wYWlnbnMiOm51bGwsImNoYW5uZWwiOiIxIiwicHJpY2VUYWJsZXMiOm51bGwsInJlZ2lvbklkIjpudWxsLCJ1dG1fY2FtcGFpZ24iOm51bGwsInV0bV9zb3VyY2UiOm51bGwsInV0bWlfY2FtcGFpZ24iOm51bGwsImN1cnJlbmN5Q29kZSI6IlBFTiIsImN1cnJlbmN5U3ltYm9sIjoiUy8iLCJjb3VudHJ5Q29kZSI6IlBFUiIsImN1bHR1cmVJbmZvIjoiZXMtUEUiLCJjaGFubmVsUHJpdmFjeSI6InB1YmxpYyJ9,www.plazavea.com.pe,/,1726247183.0,True,True,https://www.plazavea.com.pe/
_clck,okdeed%7C2%7Cfp0%7C0%7C1712,.plazavea.com.pe,/,1757351184.0,False,False,https://www.plazavea.com.pe/
_gcl_au,1.1.506850983.1725815183,.plazavea.com.pe,/,1733591183.0,False,False,https://www.plazavea.com.pe/
VtexRCMacIdv7,bf1c17fe-fc70-40c5-adfb-0cbaea876cbd,.www.plazavea.com.pe,/,1757351182.0,False,False,https://www.plazavea.com.pe/
VtexRCSessionIdv7,06ed5ee5-b2d1-483e-a336-64fc08722cc6,.www.plazavea.com.pe,/,1725816984.0,False,False,https://www.plazavea.com.pe/
prism_649600795,89d3f233-cadd-4b23-92f7-ee506e3465d8,.platanitos.com,/,1728407220.0,False,False,https://platanitos.com/
_clck,q9uzcg%7C2%7Cfp0%7C0%7C1712,.platanitos.com,/,1757351220.0,False,False,https://platanitos.com/
_dc_gtm_UA-21197937-1,1,.platanitos.com,/,1725815280.0,False,False,https://platanitos.com/
_gid,GA1.2.1678678626.1725815221,.platanitos.com,/,1725901620.0,False,False,https://platanitos.com/
_ga,GA1.2.164940106.1725815220,.platanitos.com,/,1760375220.0,False,False,https://platanitos.com/
_fbp,fb.1.1725815220477.855766583924596050,.platanitos.com,/,1733591220.0,False,False,https://platanitos.com/
_ga_KSZ4F4X6NF,GS1.1.1725815220.1.0.1725815220.60.0.2020425072,.platanitos.com,/,1760375220.0,False,False,https://platanitos.com/
_gcl_au,1.1.1828058053.1725815220,.platanitos.com,/,1733591220.0,False,False,https://platanitos.com/
PHPSESSID,560m43d3jlbmn56hitadpc8f7t,platanitos.com,/,,False,False,https://platanitos.com/
gpv_URL,https%3A%2F%2Fwww.sodimac.com.pe%2Fsodimac-pe,.sodimac.com.pe,/,1725817025.0,False,False,https://www.sodimac.com.pe/sodimac-pe
s_tp,4336,.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
_vwo_uuid,DEE6220FA0A3A41892A004D00DC888284,.sodimac.com.pe,/,1757372177.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_fbp,fb.2.1725815225035.529486509156862746,.sodimac.com.pe,/,1733591225.0,False,False,https://www.sodimac.com.pe/sodimac-pe
userSessionId,M2U0ODUyYjBhMmI4NDc3M2I4OTAwOTgwN2E4ZmVmOWQtMTcyNTg1ODQyNDY5MA==,.sodimac.com.pe,/,1725901624.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dy_soct,1725815224!1117898.0'1409894.0'1938837.0!,.sodimac.com.pe,/,1757351224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
cf_clearance,oswOVju_xWeCUuZv9IRaemhMF0XUuaRfikRAhMWaMw8-1725815224-1.2.1.1-YcC0.ZNkKEWxCCCNlr7jNjkjxpAu1fsbn3CpvmugOFfZC2tJSU.nfV8U1TkKMnTidtFcubeZdXI8e18YSxtDbD5fG7fWdIiDFDjoeaJEAsvcRLWAgyDWDn1CHFcxm.UZic4FCdnW4_hwvNB3qENQbTyVjxCV6i3OzrNhKPYxlmwgwTKR4AIyuBmkif5hagqDGwqGe1SDmIqhdzqFR1FKZ7DmbIfeKseOMzCxf1Kq8gVPQUfAC85MsKNfQutjKXF9PjZCrc.8yM5aYt1FDDWwaClWp06ZcNQvXrpvObk42sIIisajSLfRDTCs8CreHtejT5CfRLpIPaIHe_1iukiMbkkaZUJ9KYv7QqfY5Bnc6e3NdBhyps1k4uRskL8Y1peX,.sodimac.com.pe,/,1757351224.0,True,True,https://www.sodimac.com.pe/sodimac-pe
_vis_opt_test_cookie,1,.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
experience,CATALYST,www.sodimac.com.pe,/,1757351224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_ga_QTL141ML34,GS1.1.1725815224.1.0.1725815224.60.0.0,.sodimac.com.pe,/,1760375224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dy_toffset,-1,.sodimac.com.pe,/,1728407224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dy_geo,PE.SA.PE_LMA.PE_LMA_Lima,.sodimac.com.pe,/,1728407224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dycst,dk.l.c.ss.fst.,.sodimac.com.pe,/,1728407224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dyid,-6813945993967576649,.sodimac.com.pe,/,1728407224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
s_ips,441,.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
_vwo_ds,3%241725815224%3A17.38871098%3A%3A,.sodimac.com.pe,/,1728407225.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dy_df_geo,Peru..Lima,.sodimac.com.pe,/,1728407224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dycnst,dg,.sodimac.com.pe,/,1728407223.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dy_csc_ses,47bepzqphm6d1a0apkh4p8jaj0mhobkj,.sodimac.com.pe,/,1725817623.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_vwo_sn,0%3A1%3A%3A%3A1,.sodimac.com.pe,/,1725817025.0,False,False,https://www.sodimac.com.pe/sodimac-pe
_dyjsession,47bepzqphm6d1a0apkh4p8jaj0mhobkj,.sodimac.com.pe,/,1725817023.0,False,False,https://www.sodimac.com.pe/sodimac-pe
abtasty_script,0,www.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
vwo_script,0,www.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
_ga,GA1.1.173783313.1725815225,.sodimac.com.pe,/,1760375224.0,False,False,https://www.sodimac.com.pe/sodimac-pe
dy_fs_page,www.sodimac.com.pe%2Fsodimac-pe,.sodimac.com.pe,/,,False,False,https://www.sodimac.com.pe/sodimac-pe
